#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B219AA
#Date Time: 2023-11-10 15:39:19.401
#Trace: Trace 1
#Start: 0 Hz
#Stop: 20000 Hz
#BINs: 4097
#Rate: 40000 Hz
#Samples: 8192
#Channel: C1
#Type: Sample
#Window: Flat Top
#Trace: Trace 2
#Start: 0 Hz
#Stop: 20000 Hz
#BINs: 4097
#Rate: 40000 Hz
#Samples: 8192
#Channel: C2
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.48659 V
#Offset: 0.000303741 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.51645 V
#Offset: 2.80109e-05 V
#Attenuation: 1 X
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
605.46875,-57.2617920603605,175.6525115375616,-29.53635004214438,6.838308937564554
610.3515625,-55.16627380861593,170.0417278807534,-26.02174842016181,34.19075682425191
615.234375,-56.60533492322011,150.3902256441282,-26.00250802240765,48.18444174408772
620.1171875,-58.69753167337227,146.1030596452467,-26.58621226306806,55.34709151446454
625,-62.95295758324581,164.5730519051391,-29.31748042772285,51.02243038222315
629.8828125,-69.49188115705888,44.21153194126004,-39.40228200428179,147.4284507332567
634.765625,-63.38143892930385,67.75121385869421,-30.14210308768283,97.50453990606513
639.6484375,-63.59148104394998,66.98304206524318,-28.60678517101224,114.1657808946374
644.53125,-64.84306841482129,136.2959639072655,-27.13638584874942,111.5593533585671
649.4140625,-56.40585883850646,0.1828343252672603,-25.9357143877874,95.44813066673458
654.296875,-52.58456624962628,16.91507287351521,-28.03430902065594,86.41339323637297
659.1796875,-53.17802700734618,24.18367389370967,-30.44755433368285,73.96852971327058
664.0625,-55.88213246062455,23.8500238298393,-29.42533242357234,65.39180693609981
668.9453125,-60.26884047721312,11.85318608516953,-33.28476833341008,62.3491122166534
673.828125,-63.37756778097979,91.0585463418717,-50.5591198170541,55.46666576252257
678.7109375,-55.15029757443192,70.92798910236823,-41.13390672162934,26.5170173646913
683.59375,-53.15077733144837,80.18639016456143,-37.60662742459578,164.7426531824212
688.4765625,-52.30349963588905,82.76961264207745,-38.25452897320676,174.1537651291534
693.359375,-51.44529799949068,77.40958808300114,-54.27232630844138,171.894353650653
698.2421875,-51.33578277479467,73.55016823496811,-38.23898710059359,132.6008226254391
703.125,-51.08783047419461,74.79138077154373,-30.79462616071016,98.43483547501533
708.0078125,-49.75057358141299,76.6678140119828,-27.53023086069409,92.86597741404292
712.890625,-49.68728827107468,78.03049230348194,-26.24132519000723,82.9236562619031
717.7734375,-51.55460587473907,89.30368608858021,-25.38123113590719,84.11579312566623
722.65625,-54.15317804610786,115.272549567029,-25.69545657741771,104.9594863931172
727.5390625,-56.78766219803649,165.8677537088909,-25.36014419298376,117.5623313255444
732.421875,-55.30444230905881,35.9643312446809,-24.23928261527635,115.1077548124245
737.3046875,-55.5435194459259,64.79291778399831,-24.39239897014011,113.358844838725
742.1875,-57.99294173045718,100.1377334360713,-25.12355212900078,114.2604370778298
747.0703125,-60.36864556771582,149.8405124116979,-24.89709441322251,124.7069192808067
751.953125,-59.75208415914139,40.00731066472105,-23.91987775631468,145.3690240840657
756.8359375,-57.23041212148674,84.916866822399,-22.37458034057556,158.5579553742096
761.71875,-56.97546160240771,128.9903785769244,-22.31418490539721,158.3273494068472
766.6015625,-55.50913396835053,159.4525592145511,-23.83111936748789,155.206400989111
771.484375,-55.70429329116524,6.306655342399375,-26.84858237287692,150.6578676435594
776.3671875,-54.21689174985187,38.85983476596513,-31.60908282729929,129.7764748464778
781.25,-52.95601460551528,59.91319895982396,-32.07467473756277,78.66385394694721
786.1328125,-52.15945039439529,76.40714306184661,-27.71359040178472,54.86738638011369
791.015625,-53.09861885337889,75.1918666055242,-26.27361569245831,45.26509049690784
795.8984375,-57.81538686979325,51.81117467616979,-26.57540678276233,34.99234874562028
800.78125,-61.0788953144779,162.90165871119,-27.97193605586877,25.72008111097291
805.6640625,-55.46500920095974,129.891451967488,-32.24996426849393,177.5701855681061
810.546875,-52.36294062417947,130.4056231796608,-33.14171586803871,113.6651887228718
815.4296875,-52.06544959174754,131.4141873981971,-35.26041602874389,81.75211500135136
820.3125,-52.82910131202622,128.9107769028655,-38.50080373366485,25.82384111514103
825.1953125,-52.81994897672585,123.4796024757632,-33.86792922050545,9.727600779660673
830.078125,-52.25540388842983,106.65220370199,-33.18674719428247,170.7101084221656
834.9609375,-50.7041323073064,95.82652933306619,-34.16789514722509,158.0006157159537
839.84375,-49.83687360022462,97.87050049201339,-38.2677660545687,31.0653489133638
844.7265625,-50.63744586705671,105.8206858993242,-32.44533923011542,115.0649296084672
849.609375,-52.5072821989042,122.5660960143319,-26.64987886892073,139.9317614684201
854.4921875,-55.36386276388885,144.8104435135963,-23.36577718416786,147.9600846614859
859.375,-57.68652976911521,0.38255063328599,-21.941474746259,150.0177943560819
864.2578125,-56.63630072259969,36.89866326514618,-22.33634526804956,157.1698347821571
869.140625,-55.85374387354683,59.14019688257422,-23.37160905657996,169.7298217011391
874.0234375,-57.60566188293321,64.3293630337684,-25.05988932279004,172.8579900241194
878.90625,-59.26547133264734,47.95615974143228,-25.91336684002109,175.8419270220158
883.7890625,-59.29522774575034,15.30738138550881,-24.64544544177383,173.975217597447
888.671875,-56.78502426532641,155.6249225584116,-23.28105431175943,150.9452222981349
893.5546875,-53.93586636138074,137.8997782803274,-22.01275293164381,129.9567625402408
898.4375,-52.83830657657747,122.7563529066205,-23.04486838410406,121.4562348947844
903.3203125,-53.08528491105926,101.7457808803731,-27.13602705672455,112.7987725884004
908.203125,-54.30447987800282,58.44089403270712,-37.65694716098515,93.35941972677857
913.0859375,-52.19239460317279,11.54069910263482,-35.8035620024252,96.62130017123744
917.96875,-50.6060986920117,158.3497523730366,-32.39055594496353,81.35377134082158
922.8515625,-48.93727072086784,133.3975890276588,-35.10762879176615,43.97684026113993
927.734375,-49.24726998361231,120.1773117138161,-36.28217644992759,164.8428129264296
932.6171875,-51.57271096646981,101.5114906502811,-34.39452861418994,99.67615861419986
937.5,-54.22812164016997,75.64048442143007,-33.63367424494008,71.38072488433616
942.3828125,-57.31481976175318,30.87179844064318,-34.08999434190227,45.12490001664952
947.265625,-54.76123267723789,9.459875772567656,-32.44242249534133,26.31565534732775
952.1484375,-52.04091631438443,23.00204751144968,-31.39837188579955,46.88975122766239
957.03125,-50.94409542356096,31.16732782411687,-29.09983808090583,71.24718479399779
961.9140625,-51.86049070367357,40.0343653328186,-29.37714070224786,76.73872941195965
966.796875,-53.92616204950055,57.66653942709817,-29.07902745057714,83.52718775658619
971.6796875,-57.12252254343957,85.62968187023108,-29.84270518088673,83.06977461222041
976.5625,-58.58560644041421,124.9109732327184,-36.03079457890146,58.35518768492928
981.4453125,-56.66371791923241,137.8901856619798,-48.6527740300657,4.776835222263102
986.328125,-55.20544733341113,132.6564477661076,-38.79424080024751,60.88855743220926
991.2109375,-57.89215555293603,121.8455569822009,-32.54759466249791,59.50122141630946
996.09375,-64.24987654921679,108.5631160844477,-29.17205076405055,39.9357845131508
1000.9765625,-67.88571252842647,122.1001698370066,-26.74128614619629,27.84466267426699
1005.859375,-68.80100887533297,21.76447598652723,-26.61323329684867,21.83055741275936
1010.7421875,-61.49740416719234,22.8620895768902,-26.24177505688742,15.98344811091472
1015.625,-59.38412522328781,177.351322784911,-26.64829331764053,14.11859141189861
1020.5078125,-63.77876237355356,179.2341367165398,-30.78267125188754,27.74975513156026
1025.390625,-86.89552810930869,50.49776008873887,-34.1302433460739,85.73699667484027
1030.2734375,-66.49581431251364,26.92985670941071,-33.12781918638209,126.4688014683416
1035.15625,-71.91864935177313,147.7931009396345,-31.86136782407095,149.479485118196
1040.0390625,-61.18018844710829,29.42397401575051,-30.93772603372866,169.7086204563911
1044.921875,-54.12791608392071,12.91628765560245,-30.95640709136273,10.56897926915204
1049.8046875,-50.9974542633439,16.26846941719181,-29.74192540542396,10.94581924658481
1054.6875,-50.95036719833463,20.13244238748131,-27.2157533432006,4.729271162901572
1059.5703125,-56.34243148216406,14.37657450934079,-28.17495542314845,2.510952654466014
1064.453125,-65.31479549194995,142.1488428043274,-35.38260484657093,169.6944127802789
1069.3359375,-62.38577246948937,71.99129493038986,-45.18258741710468,83.85566826044389
1074.21875,-57.00413429187435,46.20344748983311,-37.23289251010331,149.4470565866215
1079.1015625,-54.43639054184727,55.79364474315535,-30.13072523548164,120.9048788741205
1083.984375,-53.15357986463243,60.83337635608529,-30.81801639155214,103.6466760629283
1088.8671875,-53.52697435618673,46.27044337247288,-33.41485168346655,70.94285103562798
1093.75,-52.95485454370193,31.18483932772079,-32.32565102022433,57.61920659401319
1098.6328125,-52.27427339914247,17.42527234863341,-34.89392890047091,48.83435274180367
1103.515625,-54.28077640311292,172.9888782247278,-37.02991545673243,33.3508774409785
1108.3984375,-56.85232097080612,133.9273319335109,-33.09048756181686,44.6338968811122
1113.28125,-55.48209842620602,100.0501753629897,-29.81737557504871,49.23686016316714
1118.1640625,-54.56868348714295,90.50130151686919,-28.60973812755856,57.88621938904207
1123.046875,-53.78647040130058,106.7834777948104,-28.32725171064015,59.33229631618797
1127.9296875,-50.13483570913588,124.3225658526805,-29.31168079137027,46.8300411416145
1132.8125,-48.31810963296655,132.5280658620624,-30.87025431992391,22.94847166587559
1137.6953125,-48.9679986133867,134.3776527346185,-29.53104628260355,157.5695502041919
1142.578125,-51.15805661873346,127.513772165077,-24.6498261172293,123.625087383445
1147.4609375,-53.80437132925123,117.1561095419103,-22.09501502469877,109.7817318947961
1152.34375,-56.63792132572782,103.2006107725089,-22.71142966055025,101.0792344526831
1157.2265625,-60.14515910352875,116.2825843945525,-25.74207611645324,98.93467181988153
1162.109375,-62.76876353551353,167.4385102474824,-35.79968733096817,99.02609156676566
1166.9921875,-78.38178883118731,154.3124469700338,-32.28387940883105,95.52487158612378
1171.875,-57.92326101675127,27.16562581169493,-26.07800281426541,70.01809725550034
1176.7578125,-52.24757286936401,28.78867104907688,-23.75561062693203,54.16318796440076
1181.640625,-49.10534337020209,29.38081487565809,-23.42052843114663,51.15584469485205
1186.5234375,-48.16681284631006,48.32799947255157,-24.23479381362679,40.46204289557599
1191.40625,-48.80639731466435,72.040185369917,-25.54751629882684,37.39129848210032
1196.2890625,-51.07786975637534,91.63542562887373,-27.10070374744638,52.36987498067356
1201.171875,-51.95645085817205,109.8784768761731,-27.82342880914232,57.20182267651934
1206.0546875,-52.39230118660205,120.5039758008114,-27.55087550041209,47.09323362480092
1210.9375,-55.2961788050954,119.8134310277785,-25.8710842667009,29.06199504290941
1215.8203125,-61.51345081481834,96.35349728179219,-24.39961163705151,16.41114601079126
1220.703125,-63.11497769826008,28.93393218743735,-25.12240758180003,1.381113620606339
1225.5859375,-65.19291311045116,19.36434902470553,-27.05099354485574,162.6253734500282
1230.46875,-77.86672651159864,137.8695168596741,-29.95147197567537,157.2637929702912
1235.3515625,-74.99449907722088,44.50929525898274,-31.68919524472474,165.7049556867482
1240.234375,-62.46580194729227,63.55667431266346,-30.95567575040005,12.36013822070352
1245.1171875,-58.93232257792317,56.0351285801717,-28.05822204395049,33.35288751626678
1250,-62.92754709312974,115.7817675044264,-26.00727535537633,32.29695731219538
1254.8828125,-55.74438027964091,171.3198555001425,-25.09595971481491,30.03161055504579
1259.765625,-52.01989284517254,4.407512528866464,-26.8682389219066,22.68384187772454
1264.6484375,-49.00693016597223,4.606301065950428,-30.54212212155162,179.4461267541356
1269.53125,-47.6375038513096,0.7041269332794082,-34.46458467084115,140.8264995490082
1274.4140625,-48.81967957220497,174.4272620594871,-30.75723362364944,92.21063478815935
1279.296875,-50.89826872839812,157.1015489981119,-27.65264311566422,78.53769226855066
1284.1796875,-52.95469061842375,135.7507567273459,-27.27204069947173,63.4205911285581
1289.0625,-55.4691697722421,97.85243327697422,-28.37819907966463,53.35141800829229
1293.9453125,-52.76199579423661,70.25308640833622,-33.27286936035109,32.76194797767506
1298.828125,-51.25984469556623,67.08552694350379,-33.83304817132647,157.6387655510205
1303.7109375,-51.08498615671855,51.90513277483344,-30.79267944772097,140.8217246935161
1308.59375,-52.03645205404037,25.02037237591182,-32.10780168877107,123.0446079607838
1313.4765625,-54.0450582772794,164.1250183729562,-43.53733165021198,116.7388126877143
1318.359375,-52.91048422105641,136.2495631745073,-33.05258252009266,77.44433522056492
1323.2421875,-52.95865774167888,120.9998708921305,-28.95077962967306,90.75723296766166
1328.125,-55.18983158109847,107.0634383157074,-29.98628119018732,105.4303186529842
1333.0078125,-57.58320642226386,174.8333661683637,-34.39580752737137,105.2301864256678
1337.890625,-49.3961934648495,38.61949354831015,-46.87770679878246,44.22402423526908
1342.7734375,-47.11853951470589,52.17586529032273,-35.4757500836825,179.4908890008884
1347.65625,-47.0269649756286,63.34684974875951,-28.46579918655143,24.52375377866844
1352.5390625,-48.24148092156221,81.4479787342724,-24.72914959799271,38.54914983001635
1357.421875,-50.29281908207516,126.281459337392,-23.95054924665496,45.16603623388505
1362.3046875,-48.86642877517091,164.1279323071996,-26.93714738377378,37.61949668168619
1367.1875,-49.76913408533405,167.1988225172102,-33.1286203875468,165.4918532631948
1372.0703125,-51.77727866660734,149.5818070726079,-30.14424351900629,101.6147800028245
1376.953125,-51.606014670931,119.0668240291026,-27.39156461456431,85.9648698104957
1381.8359375,-51.39780274988127,86.37503640320733,-26.45122547012371,78.347644159052
1386.71875,-51.74026074272773,47.71483391467275,-26.21905426231939,73.14958522340267
1391.6015625,-50.37985736542148,11.26098586911561,-26.30878818229656,75.15291631996703
1396.484375,-49.43391977702714,160.0128061966444,-25.31195307666297,81.70591407901279
1401.3671875,-49.61862248346996,134.6644446055362,-23.71970469194181,87.35003061924454
1406.25,-51.2403855018778,113.8497933797681,-24.26834526395275,92.72188574525057
1411.1328125,-53.22697869102255,111.3587553417652,-27.18226631974378,96.00018625917959
1416.015625,-53.85456456046623,147.5087908452944,-31.76014972524435,73.45315675263511
1420.8984375,-50.51570580395595,169.7011272335305,-32.41871045298204,12.05571823358737
1425.78125,-46.98491274885713,4.37880269131404,-28.81040417202814,169.7029119102562
1430.6640625,-45.5284745493999,21.78804077333361,-26.58872606470399,168.8302233713614
1435.546875,-46.74387125474425,34.96166179321868,-25.30507624219647,176.061556335876
1440.4296875,-48.07300246723286,41.13703174783647,-24.52581726768616,4.849518279772944
1445.3125,-49.33422098266514,47.4411840399457,-24.47042657357309,5.625054000437496
1450.1953125,-53.61493791245593,44.54033559384376,-24.30561509822248,1.654028690304838
1455.078125,-62.31081760879468,156.4955456930758,-24.17571990837419,166.8970384744463
1459.9609375,-59.73078141815763,79.31336001681439,-24.3638098699788,148.6235957454491
1464.84375,-63.57156778778788,63.63492267120289,-26.01713927372458,136.9685722306135
1469.7265625,-69.14870246520992,139.4512433179904,-28.61972238887298,113.5779130481465
1474.609375,-53.43471020201198,113.4900966321371,-30.21273605364777,77.05420318725365
1479.4921875,-49.4979112860682,98.33200939879509,-29.67540993944062,40.47463617059903
1484.375,-49.74176034088791,86.32605346560246,-26.68503679528898,23.78957779302801
1489.2578125,-51.42329572431866,95.7202522695387,-25.71110119846906,29.72692593397942
1494.140625,-56.59503090858534,81.07921313911903,-27.08112766319762,43.03857763182527
1499.0234375,-56.30840955059164,170.8292035725636,-29.51452090872039,35.89637510249937
1503.90625,-53.26598383213288,152.8476417864697,-29.3851466711022,15.93277378628775
1508.7890625,-51.81014160873918,161.4608155307221,-28.38428078696227,8.433127234100546
1513.671875,-50.08317309807727,164.2165658313117,-26.521377467028,3.353088434344809
1518.5546875,-49.36324478458885,170.8551539628191,-23.48011520033825,10.87195811959601
1523.4375,-48.50349544835075,177.2429297040386,-22.46844314253704,20.85513153319621
1528.3203125,-47.59999310699365,173.2155811561761,-22.99020530531734,22.75477226340917
1533.203125,-47.71163060266191,173.8098109482908,-22.26362908523271,19.52481628589366
1538.0859375,-47.31437783571992,179.9635792099762,-21.72327209078267,22.8314089423216
1542.96875,-45.85149212116786,13.41218583986145,-21.68060604951152,26.2509227601799
1547.8515625,-45.54790991931942,30.95302611367831,-21.45621509341247,28.59830455765555
1552.734375,-48.0619711501231,47.25682946665376,-21.89623601213777,35.16388252582628
1557.6171875,-53.26567849734899,88.44388539691128,-23.13269292255842,34.44484063762013
1562.5,-50.38606721874619,159.7785089271715,-25.04924857287475,17.41468466371208
1567.3828125,-45.90634603469442,1.7832426964894,-26.29772496302392,165.980419658352
1572.265625,-46.6264273190652,4.889019198627869,-24.98188659402702,139.5182940888411
1577.1484375,-55.32214719522898,5.771707931393447,-23.66605917166277,124.9850699134334
1582.03125,-55.80088240063151,0.3183093190462302,-23.21324701042867,110.1000708865899
1586.9140625,-47.98621160019827,4.467785383268998,-24.02443362535735,95.3383686691498
1591.796875,-48.80001119722192,7.367619259982749,-28.3004244156345,76.67314267751019
1596.6796875,-53.99045586155861,61.35619763464523,-37.76257125134035,13.52438649603062
1601.5625,-47.82632875819507,109.5472252429107,-32.48310179121754,88.69222838397575
1606.4453125,-44.90678959417774,125.3380604490394,-27.44277784833332,67.37951977294712
